idx	kind	limit	over	jp	ko
161	ui	12	3	クレイメン艦隊の旗艦。\nだが、禁止区域で戦った\n時には、クレイメンは艦を\n離れており、かわりに\n副官のアーウェンが指揮を\nとっていた。\n帝国軍を引きつけるための\n囮だったらしい。	클레이멘 함대의 기함.\n하지만 금지 구역에서 싸웠을\n때는 클레이멘이 함을\n비우고 있었고,대신\n부관인 아웬이 지휘를\n맡고 있었다.\n제국군을 유인하기 위한\n미끼였던 듯하다.
162	ui	12	3	クレイメンからの手紙入手	클레이멘에게서 온 편지 입수
163	ui	14	3	キャラバン(ゾアの街)進入可	캐러밴(조아 시가지) 진입 가능
164	ui	9	3	ガラコウセキの原石\n店で売れば金になる	가라코세키 원석\n가게에 팔면 돈이 된다
165	ui	18	3	ガッシュの師でもあったドラゴン乗りが\n書いたという書物	가슈의 스승이기도 했던 드래곤 라이더가\n썼다는 서적
166	ui	12	3	アゼルが乗るアトルムの\n最終形態。\n巨大な雷撃兵器を装備して\n襲ってきたが、どうにか\n倒すことができた。\n彼女の唯一のパートナーを\n尋うことになって\nしまったが…。	아젤이 타는 아트룸의\n최종 형태.\n거대한 뇌격 병기를 장착하고\n습격해 왔지만,어떻게든\n쓰러뜨릴 수 있었다.\n그녀의 유일한 파트너를\n애도하게 되고\n말았지만….
167	ui	17	3	わずかに現存するドラゴン用の装備\n移動中のレーザー発射能力を強化する	얼마 남지 않은 드래곤용 장비\n이동 중 레이저 발사 능력을 강화한다
168	ui	17	3	ゆえに、司令塔周囲の内部防壁は\n常に閉鎖された状態にある。\nこれが開放されるのは、物資搬入時と\n第2種警戒態勢発令時のみである。	그러므로 사령탑 주위 내부 방벽은\n항상 폐쇄된 상태에 있다.\n이것이 개방되는 것은 물자 반입 시와\n제2종 경계 태세 발령 시뿐이다.
169	ui	17	3	なお、メッカニア併合後に行われた\n調査によって、シェルクーフは\n探索部隊との遭遇前に、飛行コースを\n突如変更して、エルピス地方の村落を\n雷撃によって全滅させている事実が\n判明している。	또한,메카니아 병합 후에 실시된\n조사에 의해,셸쿠프는\n탐색 부대와의 조우 전에,비행 코스를\n돌연 변경하여,엘피스 지방의 마을을\n낙뢰로 전멸시킨 사실이\n판명되었다.
170	ui	17	3	それぞれの塔に1頭ずつ授けられた\nドラゴンは、与えられた使命を今でも\n果たし続けている。\n旧世紀の兵器を操る帝国軍でさえ\nその守りを破ることはできない。\nドラゴンの力に対抗できるのは、\n同じドラゴンだけなのだ。	각각의 탑에 한 마리씩 주어진\n드래곤은,부여받은 사명을 지금도\n계속 다한다.\n구세기의 병기를 다루는 제국군조차\n그 수호를 깨뜨릴 수 없다.\n드래곤의 힘에 대항할 수 있는 것은,\n오직 같은 드래곤뿐이다.
171	ui	17	3	その道が、神ののぞみにかなった時、\n死せる人は、はるか東方の恵みの森に\n置かれる。\nその地には、生の苦役も、\n人の世のあらゆるけがれもなく、\n万象が人に手を差しのべる。	그 길이 신의 뜻에 합당할 때,\n죽은 자는 머나먼 동쪽의 은총의 숲에\n놓이게 된다.\n그 땅에는 삶의 고역도,\n인간 세상의 온갖 더러움도 없으며,\n만물이 사람에게 손을 내민다.
172	ui	17	3	しかしながら、攻性生物の知能程度は\n著しく低く、アカデミーの手によって\nその行動様式も解明されつつある。\n我が軍の兵器・部隊編成・戦術は、\nそれらの研究に基づいて考案された\nものであり、適切に運用されれば\n絶大なる効果を発揮する。	그렇다고 해도,공성생물의 지능 정도는\n현저히 낮으며,아카데미의 손에 의해\n그 행동 양식도 해명되고 있다.\n우리 군의 병기・부대 편성・전술은,\n그러한 연구를 바탕으로 고안된\n것으로,적절히 운용되면\n엄청난 효과를 발휘한다.
173	ui	17	3	しかし、長期間の稼動による消耗や\n故障などの理由から、すべての塔が\n機能しているわけではないので、\n旧世紀の終わりから数千年を経た\n今でも、環境再生は完了していない。	하지만,장기간의 가동에 의한 소모나\n고장 등의 이유로,모든 탑이\n기능하는 것은 아니어서,\n구세기의 끝에서 수천 년이 지난\n지금도,환경 재생은 완료되지 않았다.
174	ui	17	3	しかし、ドラゴンは最強の攻性生物で\nあると同時に、塔の機能と深い関係が\nあることが判明している。\nゆえに我が軍は、ドラゴンと塔の\n秘密を明らかにするため、いかなる\n犠牲を払ってもドラゴンを捕獲せねば\nならないのである。	하지만,드래곤은 최강의 공성생물\n임과 동시에,탑의 기능과 깊은 관계가\n있음이 판명되었다.\n따라서 우리 군은,드래곤과 탑의\n비밀을 밝히기 위해,어떠한\n희생을 치르더라도 드래곤을 포획해야\n만 한다.
175	ui	16	3	ここに書き記すのは、私に託された\n秘密の、ごく一部でしかない。\nわずかな知識ではあるが、私と同じ\n境遇に立つ君の助けとなれば幸いで\nある。	여기에 적어두는 것은,나에게 맡겨진\n비밀의,극히 일부에 지나지 않는다.\n하찮은 지식이지만,나와 같은\n처지에 선 그대에게 도움이 된다면\n다행이다.
176	ui	11	3	ここにはもう用はない…	여기는 이제 볼일이 없다…
177	ui	17	3	かくのごとき巨大な力は、旧世紀\n文明の維承者たる皇帝陛下のもとで\n正しく管理されねばならない。それが\n世界秩序の確立に貢献する道であり、\n我が軍はそのためにこそ存在するので\nある。	이와 같은 거대한 힘은,구세기\n문명의 계승자이신 황제 폐하 아래에서\n올바르게 관리되어야 한다.그것이\n세계 질서 확립에 공헌하는 길이며,\n우리 군은 바로 그것을 위해 존재하는\n것이다.
178	ui	17	3	いずれの武器も、我が軍の保有する\n同種兵装のそれをはるかに上回る\n破壊力を有している。アカデミーの\n試算によれば、ドラゴン1頭の潜在\n能力は、最低でもヴァルナ級空中戦艦\n50隻に匹敵するという。	어느 무기든,우리 군이 보유한\n동종 병기를 훨씬 웃도는\n파괴력을 지니고 있다.아카데미의\n시산에 따르면,드래곤 한 마리의 잠재\n능력은,최소한 바르나급 공중전함\n50척에 필적한다고 한다.
179	ui	17	3	あなたは、生から死に至る道を\nすべてゾアの地で歩まねばならない。\nなぜなら、地上はすべて、争いの\nけがれを受けているからである。\nゾアの外に立ち、再びけがれた者は、\n再びさばきを受けるさだめを\n負わなければならない。	그대는,삶에서 죽음에 이르는 길을\n모두 조아의 땅에서 걸어야 한다.\n왜냐하면 지상은 모두,다툼의\n더러움을 받았기 때문이다.\n조아 밖에 서서 다시 더럽혀진 자는,\n다시 심판을 받을 운명을\n짊어져야 한다.
180	ui	17	3	160荒野にてエッジを待つガッシュ	160 황야에서 에지를 기다리는 가슈
181	slot	16	3	本当は、触れてはいけない物なんだ	사실은 건드려서는 안 되는 물건이다
182	slot	11	3	旧世紀の力は、神の力だ	구세기의 힘은 신의 힘이다
183	slot	12	3	塔中間層(回転通路内部)	탑 중간층(회전 통로 내부)
184	slot	10	3	地下？？階への入り□	지하？？층으로 가는 입구
185	slot	6	3	地下遣跡の話	지하 유적 이야기
186	slot	12	3	他の奴には黙っててくれよ	다른 놈들한테는 비밀로 해줘
187	slot	6	3	ゾアの街の話	조아 마을 이야기
188	ui	13	2	駐屯地、本読んでの台詞変化	주둔지,책 읽은 뒤 대사변화
189	ui	17	2	飛ぶ練習をするために、村の外に\n出ていた儀らだけが助かった。\n不思議と涙は出なかった。目の前で\n村が燃えているのに、なにか悪い夢の\nように思えて仕方なかった。\nむしろ、その後に起きたラギの異変が\n儀を恐れさせた。	날아오르는 연습을 하려고 마을\n밖에 나가 있던 나만 살아남았다.\n이상하게 눈물은 나오지 않았다.\n눈앞에서 마을이 불타고 있는데도,\n그저 나쁜 꿈처럼 느껴질 뿐이었다.\n오히려 그 뒤에 일어난 라기의\n이변이 나를 두렵게 만들었다.
190	ui	17	2	防衛線を突破した2頭のドラゴンは、\n戦闘を行いつつ、帝都を経由して塔に\n接近。これと前後して、塔の活動に\n変化が生じ始めた。	방위선을 돌파한 두 마리의 드래곤은\n전투를 벌이며 제도를 경유해 탑으로\n접근한다.이와 전후해 탑의 활동에\n변화가 생기기 시작했다.
191	ui	9	2	銃の威力が倍になる	총의 위력이 배가 됨
192	ui	8	2	銃の威力が上がる	총의 위력이 오른다
193	ui	17	2	辺境部族の中には、帝国の財産である\n遣跡を、盗掘の目的で荒し回る一団が\n存在する。\n彼らはシーカーと呼称され、辺境では\n一応の認知を得ているが、その行為は\n帝国に対する反逆であり、発見しだい\nせん滅せねばならない。	변경 부족 중에는 제국의 재산인\n유적을 도굴 목적으로 마구 파헤치는\n무리가 존재한다.\n그들은 시커라 불리며,변경에서는\n어느 정도 인지도를 얻고 있으나,그\n행위는 제국에 대한 반역이므로 발견\n즉시 섬멸해야 한다.
194	ui	8	2	辺境での作戦行動	변경에서의 작전행동
195	ui	4	2	祈りの掟	기도의 계율
196	ui	8	2	発掘所上空クリア	발굴소 상공 클리어
197	ui	17	2	発掘所を破壊したドラゴンが、帝都\n防衛線に接近した時点で、軍司令部は\nドラゴンの捕獲を断念。\n残存部隊をもって迎撃にあたったが、\n撃滅は不可能であった。	발굴소를 파괴한 드래곤이 제도\n방위선에 접근한 시점에서 군사령부는\n드래곤 포획을 단념.\n잔존부대로 요격에 나섰으나\n격멸은 불가능했다.
198	ui	14	2	発掘所で掘り出された石のクズ\n店で売ればわずかだが金になる	발굴장에서 캐낸 돌 부스러기\n가게에 팔면 약간의 돈이 된다
199	ui	9	2	発射弾数が上昇する	발사 탄수가 상승한다
200	ui	10	2	珍しい種類の食用植物\n高値で売れる	희귀한 종류의 식용식물\n비싸게 팔린다
201	ui	16	2	無数の光の矢を解き放つ <03><01>2ゲージ<03>	무수한 빛의 화살을 쏜다 <03><01>2게이지<03>
202	ui	16	2	旧世紀の記録機械の一種\n戦った相手の情報を分析・記録する	구세기 기록기계의 일종\n싸운 상대의 정보를 분석・기록한다
203	ui	13	2	旧世紀の素材で作られた腕輪\n高値で売れる	구세기 소재로 만들어진 팔찌\n비싸게 팔린다
204	ui	15	2	旧世紀の発掘物で作られた大型銃\n弾は撃ちつくされている	구세기 발굴물로 만들어진 대형총\n탄은 다 써버렸다
205	ui	17	2	旧世紀の技術を持たぬ辺境の民は、\n我が軍にとって斉威とはなり得ない。\n真の斉威は、我が軍と同じく旧世紀の\n力を有するもの、すなわち攻性生物で\nある。生物兵器として強大な戦闘力を\n与えられた彼らは、生身の人間では\n到底対抗し得ない外敵である。	구세기의 기술이 없는 변방의 백성은\n우리 군에게 위협이 될 수 없다.\n진정한 위협은 우리 군과 마찬가지로\n구세기의 힘을 지닌 것,즉 공성생물\n이다.생물병기로서 강대한 전투력을\n부여받은 그들은 생신의 인간으로는\n도저히 대적할 수 없는 외적이다.
206	ui	13	2	旧世紀の人型創造物に関する\nシーカーの研究書	구세기 인간형 창조물에 관한\n시커의 연구서
207	ui	17	2	旅に必要な最低限の荷物が入っている	여행에 필요한 최소한의 짐이 들었다
208	ui	7	2	新たな乗り手へ	새로운 라이더에게
209	ui	16	2	敵を切り裂く風の刃   <03><01>2ゲージ<03>	적을 가르는 바람 칼날  <03><01>2게이지<03>
210	ui	16	2	敵の目をくらませ逃げる <03><01>2ゲージ<03>	적의 눈을 속여 도망친다 <03><01>2게이지<03>
211	ui	16	2	敵の目をくらませて戦闘から逃げる	적의 눈을 속여 전투에서 도망친다
212	ui	16	2	敵の攻撃を一定時間防ぐ <03><01>2ゲージ<03>	적 공격을 일정시간 방어 <03><01>2게이지<03>
213	ui	10	2	攻性生物ハヌマンの爪\n店で売れば金になる	공성생물 하누만의 발톱\n가게에 팔면 돈이 된다
214	ui	9	2	捕獲部隊全滅の経緯	포획부대 전멸의 경위
215	ui	17	2	戦いが終わった時、我が友であった\nドラゴンは、自らの存在の秘密を\n私に託して去っていった。\nのちにシーカーの一冥となった私は、\n「編み人」達の協力を得て、それを\n読み解こうとしてきたが、全てを解明\nするには至らなかった。	싸움이 끝났을 때,나의 벗이었던\n드래곤은,자신의 존재의 비밀을\n나에게 맡기고 떠나갔다.\n훗날 시커의 일원이 된 나는,\n「엮는 자」들의 협력을 얻어,그것을\n풀어내고자 해왔지만,모든 것을 해명\n하는 데에는 이르지 못했다.
216	ui	17	2	我らは、打ち捨てられた人の世にて、\n生の苦役をつとめねばならない。\nそれは、我らにつらなる人の犯した\nあやまちゆえである。\n再び神の栄光を求めるならば、\n死に至るまでの道をもって、\nさばきを受けねばならない。	우리는,버림받은 인간의 세상에서,\n삶의 고역을 감당해야 한다.\n그것은,우리와 이어진 사람이 저지른\n잘못 때문이다.\n다시 신의 영광을 구하려 한다면,\n죽음에 이르는 길로써,\n심판을 받아야 한다.
217	ui	12	2	情報系構造体に関する記録	정보계 구조체에 관한 기록
218	ui	12	2	弾が近い敵3体に分散する	탄이 가까운 적 3체 분산
219	ui	10	2	弱点に当ると威力増大	약점에 맞으면 위력증대
220	ui	9	2	帝国軍艦隊進軍状況	제국군 함대 진군상황
221	ui	13	2	帝国軍空中艦隊駐屯地進入可	제국군 공중함대 주둔지 진입
222	ui	10	2	帝国軍空中艦隊クリア	제국군 공중함대 클리어
223	ui	12	2	帝国軍旗艦グリグオリグに\n攻性生物がとりついた姿。\n皇帝砲はまだ生きていたが\n人間が操っているわけでは\nなく、ただやみくもに\n撃っているだけだった。	제국군 기함 그리그오리그에\n공성생물이 달라붙은 모습.\n황제포는 아직 살아있었지만\n인간이 조종하는 것은\n아니고,그저 마구잡이로\n쏘고 있을 뿐이었다.
224	ui	6	2	帝国軍人心得	제국 군인 수칙
225	ui	15	2	帝国空中戦艦の通信記録\nクレイメン艦隊と戦った時のもの	제국 공중전함의 통신기록\n클레이멘 함대와 싸웠을 때의 것
226	ui	12	2	帝国の基地を守っていた\n初めて見る型の戦艦。\n帝国軍では、特殊な武器や\nエンジンが発掘されると、\nそれに合わせた試作艦が\n作られると聞いたことが\nある。たぶん、この艦も\nそのひとつだろう。	제국의 기지를 지키고 있던\n처음 보는 형태의 전함.\n제국군에서는,특수한 무기나\n엔진이 발굴되면,\n그에 맞춘 시작함이\n만들어진다고 들은 적이\n있다.아마,이 함도\n그중 하나일 것이다.
227	ui	15	2	帝国の前線基地の警備兵に対して\n基地の構造を解説した書類	제국 전선기지 경비병을 대상으로\n기지 구조를 해설한 서류
228	ui	12	2	小動物・カゼノメのエサ\n木の実を細かく砕いたもの	소동물・카제노메의 먹이\n나무 열매를 잘게 부순 것
229	ui	7	2	大陸一帯の地図	대륙 일대의 지도
230	ui	17	2	変種の子には、ラギと名づけた。\n儀がなぜこいつを育てる気になったか\n聞いたら、みんな、きっと儀のことを\n笑うだろう。\n村の言い伝えや写本には、決まって\nドラゴンが出てくる。そして、ラギの\n姿は、そのドラゴンを思わせるのだ。	변종의 아이에게 라기라\n이름 붙였다.\n내가 왜 이 녀석을\n죽이지 못했는지\n모르겠다.그저 이 작은 생명이\n가엾었을 뿐인지도\n모른다.어쨌든 나는 규율을 어겼다.
231	ui	8	2	塔内部の移動経路	탑 내부 이동 경로
232	ui	7	2	塔の起動と自爆	탑의 기동과 자폭
233	ui	10	2	塔の機能に関する記録	탑의 기능에 관한 기록
234	ui	11	2	地下の施設の封印を\n解除したときに復活した\nウルのガーディアン。\n分離や合体をしながら、\n雷を使った様々な攻撃を\nしかけてきた。	지하 시설의 봉인을\n해제했을 때 부활한\n우르의 가디언.\n분리와 합체를 하면서,\n번개를 쓴 다양한 공격을\n걸어왔다.
235	ui	17	2	君がこれを読んでいるということは、\n私の命を受けたシーカーたちが、\n正しきドラゴン乗りとして、君を\n見出したことを意味する。\n私もまた、君と同じくドラゴンと\n出会い、『塔』をめぐる戦いに身を\n投じた者である。	그대가 이것을 읽고 있다는 것은,\n내 명을 받은 시커들이,\n올바른 드래곤 라이더로서,그대를\n찾아냈다는 것을 의미한다.\n나 또한,그대와 마찬가지로 드래곤과\n만나,『탑』을 둘러싼 싸움에 몸을\n던진 자다.
236	ui	14	2	原初の黄昏、\n人は、争いを始めた。\n闇を知らぬ人は、黄昏を恐れ、\n心乱して殺しあった。	태초의 황혼,\n사람은 다투기 시작했다.\n어둠 모르는 자는 황혼을 겁내\n마음 어지러워 서로 죽였다
237	ui	3	2	前後右	전・후・우
238	ui	3	2	前左右	전・좌・우
239	ui	16	2	全てを焼きつくす大爆発 <03><01>2ゲージ<03>	모든 것을 태우는 대폭발 <03><01>2게이지<03>
240	ui	17	2	停滞した状況を打破したのは、辺境で\n入手された、情報保存系の発掘物で\nあった。それに記録されていた情報を\n分析した結果、塔はドラゴンと密接な\n関係にあることが判明したのである。	정체된 상황을 타개한 것은,변경에서\n입수된 정보 보존형 발굴물이었다.\n거기에 기록된 정보를\n분석한 결과,탑은 드래곤과 밀접한\n관계가 있음이 판명되었다.
241	ui	7	2	人移動時操作系	인간 이동시 조작
242	ui	8	2	中間層の回転機構	중간층의 회전 기구
243	ui	17	2	ラギの成長は、驚くほど早い。一歳の\n誕生日を迎えるころには、すっかり\n大人になっているだろう。\nはばたく力も上がっている。運動の\nために走らせていたら、一瞬だけど\n体が浮かんだ。この分だと、本当に\n空を飛べるかもしれない！	라기의 성장은 놀랄 만큼 빠르다.첫\n생일을 맞이할 즈음이면 완전히\n어른이 되어 있을 것이다.\n날갯짓하는 힘도 늘었다.운동을\n위해 달리게 했더니,잠깐이지만\n몸이 떠올랐다.이 정도라면 정말로\n하늘을 날 수 있을지도 몰라!
244	ui	16	2	メッカニア軍との戦闘によって\nシェルクーフの追跡が中断、位置が\n不明となったため、捕獲部隊は\nシェルクーフの予測飛行コース上の\n森林地帯に戦力を展開、監視体勢を\n整えた。	메카니아군과의 전투로 인해\n셸쿠프 추적이 중단되고 위치가\n불명해졌기 때문에,포획 부대는\n셸쿠프의 예상 비행 항로상에 있는\n삼림 지대에 전력을 전개하여,감시\n태세를 갖추었다.
245	ui	17	2	フネの中心には、力を使い果たして\n眠るラギの姿があった。\n石のように冷たく固まってはいたが、\n彼の命の灯は消えていないことを\n儀は知っている。儀の胸の中にある\n何かが、そう教えてくれる。	배의 중심에는 힘을 다 써버리고\n잠든 라기의 모습이 있었다.\n돌처럼 차갑게 굳어 있었지만,\n그의 생명의 불씨는 꺼지지 않았음을\n나는 알고 있다.내 가슴 속에 있는\n무언가가 그렇게 말해준다.
246	ui	11	2	ドラゴン乗りの日記・3	드래곤 라이더의 일기・3
247	ui	11	2	ドラゴン乗りの日記・2	드래곤 라이더의 일기・2
248	ui	11	2	ドラゴン乗りの日記・1	드래곤 라이더의 일기・1
249	ui	13	2	ドラゴンの姿が刻まれた紋章	드래곤의 모습이 새겨진 문장
250	ui	17	2	ゾアの森ボス戦(寄生グリグオリグ)	조아의 숲 보스전(기생 그리고리그)
251	ui	7	2	ゾアの森クリア	조아의 숲 클리어
252	ui	8	2	セストレン進入可	세스트렌 진입 가능
253	ui	7	2	ゲージ速度上昇	게이지 속도 상승
254	ui	17	2	ゲオルギウスに来て2日目。\nあのフネを追って、とうとうこんな\nところにまで来てしまった。\n人間の世界は、数万リオンの彼方だ。\nいまさらながら、孤独を感じる。	게오르기우스에 온 지 2일째.\n그 배를 쫓아 결국 이런\n곳까지 와 버렸다.\n인간의 세계는 수만 리온 저편이다.\n이제 와서지만 고독을 느낀다.
255	ui	10	2	クーリアのフンの化石\n店で売れば金になる	쿠리아 똥의 화석\n가게에 팔면 돈이 된다
256	ui	11	2	クレイメン艦隊進軍状況	클레이멘 함대 진군 상황
257	ui	13	2	クレイメンの署名がある手紙	클레이멘의 서명이 있는 편지
258	ui	13	2	キャンプ(ゾアの森)進入可	캠프(조아의 숲) 진입 가능
259	ui	15	2	キャンプ(カイナスの村)進入可	캠프(카이나스 마을) 진입 가능
260	ui	14	2	キャラバン(ゾアの森)進入可	캐러밴(조아의 숲) 진입 가능
261	ui	15	2	ガッシュにもらった首飾り\nシーカー独特の装飾が施してある	가슈에게 받은 목걸이\n시커 특유의 장식이 새겨져 있다
262	ui	17	2	エネルギー消費量が極めて低いため、\n特定の場合(休眠状態からの再起動・\nショックによる機能停止時など)を\n除き、外部からのエネルギー補給は\n不要である。	에너지 소비량이 극히 낮기 때문에,\n특정 경우(휴면 상태에서의 재기동・\n충격에 의한 기능 정지 시 등)를\n제외하고,외부로부터의 에너지 보급은\n불필요하다.
263	ui	9	2	ウル地下遣跡クリア	울 지하 유적 클리어
264	ui	8	2	ウル地下2クリア	울 지하 2 클리어
265	ui	12	2	ウル北方の『塔』に関する\nシーカーの研究書	우르 북방의 『탑』에 관한\n시커의 연구서
266	ui	13	2	ウルに住む生物・トビタマの\n分泌物が固まったもの	우르에 사는 생물・도비타마의\n분비물이 굳은 것
267	ui	7	2	よき人への戒め	선인에 대한 경계
268	ui	15	2	ひみちゅのフラグbyMたかはC	히밋추 플래그 by M 타카하시
269	ui	14	2	はきつぶされたクツ\n店で売ればわずかだが金になる	낡아빠진 신발\n가게에 팔면 약간의 돈이 된다
270	ui	17	2	でも、今はそれだけじゃない。\nなぜか、使命感に似た気持ちがある。\nあの旧世紀のフネを、このまま放って\nおくわけにはいかない。ラギの翼が\n力を貸してくれる限り、儀はあれを\n追い続けるつもりだ。	하지만,지금은 그것만이 아니다.\n왠지,사명감과 비슷한 마음이 있다.\n저 구세기의 배를,이대로 내버려\n둘 수는 없다.라기의 날개가\n힘을 빌려주는 한,나는 저것을\n계속 쫓을 생각이다.
271	ui	17	2	だが、旧世紀においても、塔の存在を\nよしとしない者たちがいた。\n塔の創造主たちは、彼らによって塔が\n破壊されることを怖れ、世界の泉\n「ウル」の胎内から、塔の守護者たる\n最強の攻性生物を産み出した。\nそれが、ドラゴンである。	하지만,구세기에도,탑의 존재를\n달가워하지 않는 자들이 있었다.\n탑의 창조주들은,그들에 의해 탑이\n파괴되는 것을 두려워하여,세계의 샘\n'우르'의 태내에서,탑의 수호자인\n최강의 공성생물을 만들어냈다.\n그것이,드래곤이다.
272	ui	17	2	それは、攻性生物の行動を制御する\n力場を発生する機能である。\nおそらく、記録されている情報を保護\nするためのものだろう。\nただし、構造体の動力が小さいので、\n力場の範囲と効力はかなり限られる\nようである。	그것은,공성생물의 행동을 제어하는\n역장을 발생시키는 기능이다.\n아마도,기록된 정보를 보호\n하기 위한 것이리라.\n다만,구조체의 동력이 작기 때문에,\n역장의 범위와 효력은 상당히 한정된\n것으로 보인다.
273	ui	17	2	その道が、神ののぞみをはずれた時、\n死せる人は、新たなからだとともに\n再び人の世に打ち捨てられる。\nよき道を歩まないかぎり、人は、\n何度でも苦難の生をつとめ、\n何度でも死の闇を味わい、\n何度でもさばきの前にさらされる。	그 길이 신의 뜻에서 벗어날 때,\n죽은 자는 새로운 육신과 함께\n다시 인간 세상에 버려진다.\n올바른 길을 걷지 않는 한,인간은\n몇 번이고 고난의 삶을 되풀이하고,\n몇 번이고 죽음의 어둠을 맛보며,\n몇 번이고 심판 앞에 서게 된다.
274	ui	17	2	そのラギは、また新たな力を見せた。\n戦いを終えたラギは、光を放ちながら\n一瞬で脱皮を遂げた。\nあれが、ドラゴンの成長のやり方\nなのだろう。	그 라기는,또 새로운 힘을 보였다.\n싸움을 끝낸 라기는,빛을 내뿜으며\n순식간에 탈피를 마쳤다.\n저것이,드래곤의 성장 방식\n인 것이리라.
275	ui	17	2	しかし、この世の者がセストレンに\n触れるためには、空間断層を越える\n「扉」を開かねばならない。\nそれは、すべての塔の中枢にひとしく\n与えられているが、扉を開くための\n手段は、まだ見出されてはいない。	하지만,이 세상의 존재가 세스트렌에\n닿기 위해서는,공간 단층을 넘는\n「문」을 열어야만 한다.\n그것은,모든 탑의 중추에 똑같이\n주어져 있지만,문을 여는 방법은,\n아직 발견되지 않았다.
276	ui	16	2	これらの障害の修復は極めて困難で\nあり、ほとんどの症例が廃来処分と\nなっている。\nただし、同調機能障害については、\n強度の心理的ショックによって修復\nする場合がある。	이 장애의 수복은 극히 곤란하며,\n대부분의 증례가 폐기 처분으로\n이루어진다.\n다만,동조 기능 장애에 대해서는,\n강도의 심리적 충격에 의해 수복\n되는 경우가 있다.
277	ui	17	2	この「乗り手」の正体は不明だが、\nドラゴンと連携した俊敏な反応や\n高度な戦闘行動は、普通の人間には\n不可能なわざであり、アカデミーでは\n攻性生物に類する人型の創造物では\nないかとする説が有力である。	이 「기승자」의 정체는 불명이지만,\n드래곤과 연계한 민첩한 반응이나\n고도의 전투 행동은,보통 인간에게는\n불가능한 재주이며,아카데미에서는\n공성생물에 속하는 인형 창조물이\n아닐까 하는 설이 유력하다.
278	ui	16	2	かつて、\n世界は、神とともにあった。\n人は、神の栄光のもとにあった。\n万象は、幸いをなすものであった。	옛날,\n세계는,신과 함께 있었다.\n인간은,신의 영광 아래에 있었다.\n만물은,축복을 이루는 것이었다.
279	ui	17	2	あなたは、あなたの血をけがしたり、\n薄めたりしてはならない。\n打ち捨てられた人と交わることも、\nいたずらに子孫を増やすことも、\nつつしまなければならない。\nなぜなら、新たなるゾアの民は、\nつねに神の手で置かれるからである。	그대는 그대의 피를 더럽히거나\n희석해서는 안 된다.\n버림받은 자와 교합하는 것도,\n함부로 자손을 늘리는 것도,\n삼가야 한다.\n왜냐하면 새로운 조아의 백성은,\n항상 신의 손으로 놓이기 때문이다.
280	ui	10	2	『塔』起動実験報告書	『탑』기동 실험 보고서
281	ui	13	2	『塔』に関する\n帝国アカデミーの実験報告書	『탑』에 관한\n제국 아카데미의 실험 보고서
282	ui	9	2	※基地の構造概念図	※기지의 구조 개념도
283	ui	16	2	HP一定率回復 標準型 <03><01>3ゲージ<03>	HP 일정률 회복 표준형 <03><01>3게이지<03>
284	ui	16	2	BP一定率回復 心技型 <03><01>3ゲージ<03>	BP 일정률 회복 심기형 <03><01>3게이지<03>
285	ui	9	2	BPがある程度回復	BP가 어느정도 회복
286	ui	13	2	153セストレンへ、塔爆破	153 세스트렌으로,탑 폭파
287	ui	11	2	128攻性生物対帝国軍	128공성생물 대 제국군
288	ui	18	2	117アゼル助けるエッジ／帝国軍登場	117아젤을 구하는 엣지／제국군 등장
289	ui	15	2	089クレイメン部下深夜の襲撃	089클레이멘 부하 심야의 습격
290	ui	14	2	024「クレイメン艦隊」の噂	024「클레이멘 함대」의 소문
291	slot	5	2	開放区の話	개방구 이야기
292	slot	4	2	酒場の話	술집 이야기
293	slot	4	2	遣跡の話	유적 이야기
294	slot	5	2	神聖区の話	신성구 이야기
295	slot	5	2	旧世紀の話	구세기 이야기
296	slot	8	2	旧世紀の記録機械	구세기의 기록 기계
297	slot	6	2	攻性生物の話	공성생물 이야기
298	slot	4	2	帝国の話	제국 이야기
299	slot	4	2	司祭の話	사제 이야기
300	slot	6	2	トビタマの話	토비타마 이야기
301	slot	8	2	グリグオリグの話	그리그오리그 이야기
302	slot	9	2	ガリル砂漠の越え方	가릴 사막을 넘는 법
303	slot	18	2	そう言わずに、考え直してもらえんかね	그러지 말고,다시 생각해줄 수 없겠나
304	slot	9	2	『絶対の客人』の話	『절대의 손님』이야기
305	slot	14	2	(体裁のいいものじゃないな)	(체면이 서는 물건은 아니군)
306	slot	10	2	(<01><01>が回復していく…)	(<01><01>이 회복되어 간다…)
307	ui	16	1	高熱の火球を発生させる <03><01>2ゲージ<03>	고열의 화구를 발생시킨다<03><01>2게이지<03>
308	ui	16	1	高周波振動の衝撃波   <03><01>2ゲージ<03>	고주파 진동의 충격파  <03><01>2게이지<03>
309	ui	16	1	高出力集中型レーザー  <03><01>2ゲージ<03>	고출력 집중형 레이저  <03><01>2게이지<03>
310	ui	16	1	高出力分散型レーザー  <03><01>2ゲージ<03>	고출력 분산형 레이저  <03><01>2게이지<03>
311	ui	18	1	香石のかけら\n持つと敵の状況をナビゲータに表示する	향석 조각\n지니면 적 상황을 내비게이터에 표시
312	ui	15	1	風網のファン\n旧世紀の材質なので高値で売れる	풍망의 팬\n구세기 재질이라 비싸게 팔린다
313	ui	8	1	音声の設定を変更	음성 설정을 변경
